date,TLT,VNQ,VTI
2014-01-02,0.3333333333333333,0.3333333333333333,0.3333333333333333
2014-01-03,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-01-06,0.31095245480537415,0.3780950605869293,0.31095245480537415
2014-01-07,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-01-08,0.4141082167625427,0.292945921421051,0.292945921421051
2014-01-09,0.3289661407470703,0.3420676589012146,0.3289661407470703
2014-01-10,0.24870099127292633,0.502597987651825,0.24870099127292633
2014-01-13,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-01-14,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-01-15,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-01-16,0.28959473967552185,0.4208105206489563,0.28959473967552185
2014-01-17,0.21845528483390808,0.5630894303321838,0.21845528483390808
2014-01-21,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-01-22,0.2835269272327423,0.43294617533683777,0.2835269272327423
2014-01-23,0.29244673252105713,0.41510653495788574,0.29244673252105713
2014-01-24,0.34140703082084656,0.481469988822937,0.17712292075157166
2014-01-27,0.5083220601081848,0.3046766519546509,0.18700124323368073
2014-01-28,0.3262568712234497,0.3474862277507782,0.3262568712234497
2014-01-29,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-01-30,0.24217529594898224,0.5540142059326172,0.2038104385137558
2014-01-31,0.2334499955177307,0.5331000089645386,0.2334499955177307
2014-02-03,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-02-04,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-02-05,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-02-06,0.4413500428199768,0.3025532364845276,0.256096750497818
2014-02-07,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-02-10,0.42231878638267517,0.42231878638267517,0.15536241233348846
2014-02-11,0.32400068640708923,0.42598921060562134,0.2500101625919342
2014-02-12,0.2677847445011139,0.4644305408000946,0.2677847445011139
2014-02-13,0.5697399377822876,0.2151300460100174,0.2151300460100174
2014-02-14,0.4270610213279724,0.4158320128917694,0.15710696578025818
2014-02-18,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-02-19,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-02-20,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-02-21,0.2615199685096741,0.4769600033760071,0.2615199685096741
2014-02-24,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-02-25,0.5694738626480103,0.21526308357715607,0.21526308357715607
2014-02-26,0.2250044047832489,0.5499911904335022,0.2250044047832489
2014-02-27,0.42231878638267517,0.42231878638267517,0.15536241233348846
2014-02-28,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-03-03,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-03-04,0.27780917286872864,0.4443816840648651,0.27780917286872864
2014-03-05,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-03-06,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-03-07,0.2534513771533966,0.4930972754955292,0.2534513771533966
2014-03-10,0.4024786055088043,0.29876071214675903,0.29876071214675903
2014-03-11,0.35922929644584656,0.3203853368759155,0.3203853368759155
2014-03-12,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-03-13,0.236908420920372,0.5261831283569336,0.236908420920372
2014-03-14,0.44374871253967285,0.2781256437301636,0.2781256437301636
2014-03-17,0.21440571546554565,0.5711885094642639,0.21440571546554565
2014-03-18,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-03-19,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-03-20,0.45123806595802307,0.27438095211982727,0.27438095211982727
2014-03-21,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-03-24,0.2387189269065857,0.5225621461868286,0.2387189269065857
2014-03-25,0.21555913984775543,0.5299542546272278,0.25448665022850037
2014-03-26,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-03-27,0.2796608805656433,0.5266100764274597,0.19372902810573578
2014-03-28,0.32367998361587524,0.3526400029659271,0.32367998361587524
2014-03-31,0.31183961033821106,0.3763207197189331,0.31183961033821106
2014-04-01,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-04-02,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-04-03,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-04-04,0.25134485960006714,0.49731022119522095,0.25134485960006714
2014-04-07,0.20591582357883453,0.5597372055053711,0.23434697091579437
2014-04-08,0.42231878638267517,0.42231878638267517,0.15536241233348846
2014-04-09,0.4340851306915283,0.3398277759552002,0.22608709335327148
2014-04-10,0.28907710313796997,0.28907710313796997,0.42184585332870483
2014-04-11,0.24810175597667694,0.5037964582443237,0.24810175597667694
2014-04-14,0.36757180094718933,0.31621408462524414,0.31621408462524414
2014-04-15,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-04-16,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-04-17,0.42231878638267517,0.42231878638267517,0.15536241233348846
2014-04-21,0.15536241233348846,0.42231878638267517,0.42231878638267517
2014-04-22,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-04-23,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-04-24,0.3070785403251648,0.3858429193496704,0.3070785403251648
2014-04-25,0.1929360330104828,0.2826094329357147,0.5244544744491577
2014-04-28,0.26118358969688416,0.4776328504085541,0.26118358969688416
2014-04-29,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-04-30,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-05-01,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-05-02,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-05-05,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-05-06,0.42231878638267517,0.42231878638267517,0.15536241233348846
2014-05-07,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-05-08,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-05-09,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-05-12,0.4447507858276367,0.27762460708618164,0.27762460708618164
2014-05-13,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-05-14,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-05-15,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-05-16,0.21194155514240265,0.21194155514240265,0.5761168599128723
2014-05-19,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-05-20,0.327959269285202,0.3913730978965759,0.28066760301589966
2014-05-21,0.5371114015579224,0.26091238856315613,0.2019762396812439
2014-05-22,0.2834342420101166,0.4592745304107666,0.2572912275791168
2014-05-23,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-05-27,0.24346618354320526,0.481576144695282,0.2749575972557068
2014-05-28,0.4221464991569519,0.42244479060173035,0.15540875494480133
2014-05-29,0.32927098870277405,0.34145796298980713,0.32927098870277405
2014-05-30,0.5577228665351868,0.22113855183124542,0.22113855183124542
2014-06-02,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-06-03,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-06-04,0.4923388659954071,0.3265397548675537,0.1811213493347168
2014-06-05,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-06-06,0.47961699962615967,0.34394174814224243,0.1764412373304367
2014-06-09,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-06-10,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-06-11,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-06-12,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-06-13,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-06-16,0.500762403011322,0.29918283224105835,0.20005477964878082
2014-06-17,0.21194155514240265,0.21194155514240265,0.5761168599128723
2014-06-18,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-06-19,0.24269554018974304,0.5146088600158691,0.24269554018974304
2014-06-20,0.4763500690460205,0.34841054677963257,0.17523939907550812
2014-06-23,0.2300572544336319,0.5398855209350586,0.2300572544336319
2014-06-24,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-06-25,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-06-26,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-06-27,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-06-30,0.34394893050193787,0.32802554965019226,0.32802554965019226
2014-07-01,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-07-02,0.47150009870529175,0.2981492578983307,0.23035065829753876
2014-07-03,0.4417966604232788,0.2791016697883606,0.2791016697883606
2014-07-07,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-07-08,0.3374660015106201,0.33126699924468994,0.33126699924468994
2014-07-09,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-07-10,0.517835795879364,0.2916630804538727,0.1905011385679245
2014-07-11,0.2754707634449005,0.449058473110199,0.2754707634449005
2014-07-14,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-07-15,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-07-16,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-07-17,0.3305211663246155,0.4616398513317108,0.2078389823436737
2014-07-18,0.24795380234718323,0.5497897863388062,0.20225636661052704
2014-07-21,0.22187195718288422,0.556256115436554,0.22187195718288422
2014-07-22,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-07-23,0.22282899916172028,0.5543420314788818,0.22282899916172028
2014-07-24,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-07-25,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-07-28,0.340480774641037,0.34742072224617004,0.31209850311279297
2014-07-29,0.20207327604293823,0.5492920875549316,0.24863463640213013
2014-07-30,0.35890278220176697,0.4686795771121979,0.17241758108139038
2014-07-31,0.4492957592010498,0.2753521203994751,0.2753521203994751
2014-08-01,0.42231878638267517,0.42231878638267517,0.15536241233348846
2014-08-04,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-08-05,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-08-06,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-08-07,0.34873509407043457,0.21896561980247498,0.43229928612709045
2014-08-08,0.2977515459060669,0.2977515459060669,0.4044969379901886
2014-08-11,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-08-12,0.3437386453151703,0.47976547479629517,0.17649585008621216
2014-08-13,0.23890739679336548,0.522185206413269,0.23890739679336548
2014-08-14,0.21220530569553375,0.5755893588066101,0.21220530569553375
2014-08-15,0.301633358001709,0.39673325419425964,0.301633358001709
2014-08-18,0.42231878638267517,0.42231878638267517,0.15536241233348846
2014-08-19,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-08-20,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-08-21,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-08-22,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-08-25,0.42231878638267517,0.42231878638267517,0.15536241233348846
2014-08-26,0.31770452857017517,0.36459100246429443,0.31770452857017517
2014-08-27,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-08-28,0.45022791624069214,0.27488604187965393,0.27488604187965393
2014-08-29,0.2510868310928345,0.47889286279678345,0.2700202763080597
2014-09-02,0.21689258515834808,0.5724973678588867,0.2106100171804428
2014-09-03,0.2876628637313843,0.42467427253723145,0.2876628637313843
2014-09-04,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-09-05,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-09-08,0.20104289054870605,0.3367021381855011,0.46225494146347046
2014-09-09,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-09-10,0.5761168599128723,0.21194155514240265,0.21194155514240265
2014-09-11,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-09-12,0.40549781918525696,0.2972511053085327,0.2972511053085327
2014-09-15,0.29464173316955566,0.41071656346321106,0.29464173316955566
2014-09-16,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-09-17,0.38397181034088135,0.2897533178329468,0.32627490162849426
2014-09-18,0.42604050040245056,0.2869797348976135,0.2869797348976135
2014-09-19,0.2867063283920288,0.4265873432159424,0.2867063283920288
2014-09-22,0.5303710699081421,0.27451634407043457,0.19511261582374573
2014-09-23,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-09-24,0.26305222511291504,0.47389551997184753,0.26305222511291504
2014-09-25,0.5344518423080444,0.23277407884597778,0.23277407884597778
2014-09-26,0.1852853149175644,0.5036576986312866,0.3110569715499878
2014-09-29,0.22902962565422058,0.2073458731174469,0.5636245012283325
2014-09-30,0.21194155514240265,0.21194155514240265,0.5761168599128723
2014-10-01,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-10-02,0.2809829115867615,0.43803414702415466,0.2809829115867615
2014-10-03,0.5528984069824219,0.20339995622634888,0.24370168149471283
2014-10-06,0.23501232266426086,0.5402531027793884,0.22473463416099548
2014-10-07,0.42231878638267517,0.15536241233348846,0.42231878638267517
2014-10-08,0.31967318058013916,0.3606536388397217,0.31967318058013916
2014-10-09,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-10-10,0.305766224861145,0.3884675204753876,0.305766224861145
2014-10-13,0.21016418933868408,0.41227778792381287,0.3775580823421478
2014-10-14,0.5405938625335693,0.1988733857870102,0.2605327069759369
2014-10-15,0.31157416105270386,0.37685173749923706,0.31157416105270386
2014-10-16,0.41105544567108154,0.41105544567108154,0.17788910865783691
2014-10-17,0.3530938923358917,0.32345306873321533,0.32345306873321533
2014-10-20,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-10-21,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-10-22,0.32463541626930237,0.35072919726371765,0.32463541626930237
2014-10-23,0.2509310841560364,0.47475552558898926,0.2743133306503296
2014-10-24,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-10-27,0.21708254516124725,0.5723585486412048,0.2105589509010315
2014-10-28,0.15536241233348846,0.42231878638267517,0.42231878638267517
2014-10-29,0.21194155514240265,0.5761168599128723,0.21194155514240265
2014-10-30,0.37189096212387085,0.3140544891357422,0.3140544891357422
2014-10-31,0.3333333432674408,0.3333333432674408,0.3333333432674408
2014-11-03,0.3266725540161133,0.3266725540161133,0.34665489196777344
